COUNTRY
,0,
Too much candy,46,
easily sidetracked,46,
very physically active,46,
very active,46,
quite congested,46,
slightly productive,46,
largely unproductive,46,
A little depressed and a little discouraged,46,
felt slightly distant but not too bad,46,
did too much bending,46,
still not feeling great,46,
hard time functioning,46,
A little stressed,46,
not much real food,46,
pretty active,46,
bit stressed,46,
Not doing much,46,
Doing better overall,46,
back hurts slightly less,46,
very out of it,46,
not feeling up to doing much in general,46,
not feeling very with it,46,
bit more relaxed,46,
Generally relaxed,46,
up too late,46,
More energy than usual,46,
not quite enough sleep,46,
Safe,46,
Extremely depressed,46,
Felt less depressed,46,
Somewhat productive,46,
extremely active,46,
difficult to move,46,
can hardly move,46,
Felt better when moving,46,
better today,46,
a bit better,46,
PC too long,46,
but did a bit too much sitting up and screen time,46,
too much sugar,46,
Little Shelter,46,
Slightly better than normal,46,
Weak everywhere,46,
sat too much,46,
not very hungry,46,
exercised too much,46,
too much work,46,
More people,46,
Very gassy,46,
Incredibly stressed,46,
sensitive to touch,46,
Lowly,46,
not very much activity,46,
Up very early,46,
Too active,46,
Walked quite a fair bit,46,
Have been pushing too hard,46,
too much chocolate,46,
too much food,46,
very ill,46,
easily confused,46,
less sleep than usual,46,
too much pain,46,
Not very with it,46,
fairly productive,46,
very very anxious,46,
ate very little today,46,
So so,46,
too much caffeine,46,
Still Stressed,46,
mostly good,46,
very achy everywhere,46,
getting stronger,46,
got very little sleep,46,
Very up and down mood,46,
Difficult people,46,
Much sex,46,
Hard,46,
Vulnerable,46,
low money,46,
talking makes it worse,46,
rather productive,46,
slightly anxious making,46,
very down,46,
shoes too small,46,
NOT VERY STABLE TODAY MENTALLY OR PHYSICALLY,46,
very difficult to read text,46,
difficult client,46,
too many appointments,46,
very little hope,46,
very busy,46,
danced so much,46,
rich ill,46,
still having stomach issues,46,
too much junk,46,
pushed too hard,46,
Felt better overall,46,
very sick of hives,46,
too much tv,46,
too much shopping,46,
too much computer,46,
too many people,46,
too much bed,46,
not very busy,46,
too much standing,46,
not so good,46,
did too much,46,
more productive,46,
not too much tho,46,
hopefully i won't get too much payback for it,46,
today was better tho,46,
more than usual that is,46,
very good,46,
1/4 was too much too quickly,46,
but day not bad considering,46,
concentrated too long,46,
fully awake,46,
much saliva,46,
Long drive today,46,
less caffeine,46,
said too much,46,
sensitive to smell,46,
very depressed,46,
Absent minded,46,
very very hot today,46,
physically stressed,46,
adrenaline too much,46,
always freezing,46,
so much crying,46,
decent sleep but not straight through,46,
used too many spoons,46,
under appreciated,46,
stressed but handling it,46,
too much activity yesterday,46,
still very hot,46,
not good mind space,46,
too much to think about,46,
very painful today,46,
not very active,46,
stressed a bit,46,
more activity than usual,46,
A little concerned but hopeful,46,
fragile,46,
waking up to too much pain,46,
too much driving,46,
too jumpy to sleep/nap,46,
drove far,46,
children difficult,46,
very very brief gym,46,
why,46,
so exhausted,46,
not too bad,46,
totally overwhelmed,46,
Gravity ' too strong ',46,
too much school,46,
too much fibre,46,
generally insecure,46,
better hydrated,46,
fighting less,46,
physically good,46,
too much dairy,46,
very little food,46,
depressed slightly,46,
More and more nihilistic,46,
very dog gone,46,
felt much better today,46,
still moving,46,
way too much sugar,46,
too much wine,46,
anxiety about eating too much,46,
slightly grumpy,46,
somewhat stressed,46,
too sick for chore,46,
short tempered,46,
exercising more regularly,46,
very cranky,46,
more alert,46,
Generally good,46,
not much work,46,
more caffeine,46,
very stiff,46,
sitting too much,46,
been doing too much,46,
too much coffee,46,
so much alcohol,46,
dogs are feeling better,46,
SO MUCH TO DO IN SO LITTLE TIME,46,
absolutely exhausted,46,
not very social,46,
not active much today,46,
just not with it today,46,
Holiday weekends seem to be more difficult,46,
very stressed about finances,46,
didnt eat much or well,46,
moved too fast,46,
feel a bit more energy after eating,46,
State Fair,46,
Fairly stable joints,46,
good rest,46,
very low spoons,46,
very sociable,46,
mood was very good,46,
no more car,46,
too much gaming,46,
poorly child,46,
less nicotine,46,
too much screen time,46,
Not much exercise,46,
Looked good,46,
physically demanding activity,46,
not good enough,46,
need safe space,46,
very nervous,46,
Back very sore.,46,
fairly relaxed,46,
little bit of work,46,
Clear,46,
less bloated,46,
very discouraged,46,
physically active,46,
long fast,46,
slightly stressed,46,
ate too much before bed,46,
weights,47,
Weight loss,47,
waist up,47,
lifted weights,47,
fat,47,
light weight training,47,
149,47,
Hiking with weight,47,
cutting weight,47,
weight increase,47,
weight lifting,47,
mass transit,47,
weight training,47,
weight 161,47,
weight 160,47,
weight 159,47,
weight 158,47,
weight 157,47,
weight 156,47,
weight 155,47,
weight 154,47,
weight 162,47,
weight 163,47,
weight 165,47,
weight 164,47,
body image,47,
body weights,47,
Light weight lifting,47,
losing weight,47,
107 lbs,47,
whole body,47,
arm weight exercises,47,
migraine yesterday,48,
really bad day,48,
upset in am,48,
trouble getting up,48,
kill me,48,
forgot paracetamol,48,
accomplished stuff,48,
took meds,48,
got vitamins,48,
had coaching yesterday,48,
went out yesterday,48,
relapse yesterday,48,
Mom visiting,48,
did big thing,48,
really awful day,48,
everything tastes off,48,
Lots of pills yesterday,48,
off meds,48,
off my meds,48,
Physio,48,
can't think,48,
got dressed,48,
Awesome cheat day,48,
feel like shit,48,
internet guy came,48,
got stuff done,48,
kinda died,48,
okay really kind of died,48,
messed up meds,48,
late meds,48,
phone call woke me up,48,
pretty nasty day,48,
brushed my teeth yesterday,48,
nose thing,48,
pretty awful day,48,
London yesterday,48,
Slow AM,48,
unproductive AM,48,
pt tomorrow,48,
just blah,48,
okay day,48,
got fired,48,
forgot meds til evening,48,
canceled everything,48,
really bad morning,48,
got stuff back,48,
really fun evening,48,
Boss out,48,
forgot homework,48,
Went,48,
forgot morning meds,48,
scary new shit,48,
slowly got dressed,48,
awful day,48,
cried a lot,48,
productive AM,48,
OK sleep,48,
lifted stuff,48,
forgot morning pills,48,
Texted friend,48,
My best friend confessed to me,48,
Used my laptop,48,
A bug bit me,48,
Organized my closet,48,
Okay day overall,48,
Felt off my game,48,
Did something scary,48,
forgot pills,48,
worked yesterday,48,
Skipped meds,48,
Exercise yesterday,48,
Dreamt,48,
depression ok,48,
annoyed at mom,48,
dropped things,48,
feel like I am dazed,48,
No nap yesterday,48,
Ate ok,48,
New meds,48,
really fun day,48,
ate at Five Guys,48,
Talked to mom,48,
Upped my meds,48,
forgot errand,48,
forgot 11pm bedtime,48,
forgot tasks,48,
Cried after going to bed,48,
OK work day,48,
dropping things,48,
mostly ok,48,
Forgot topiramate yesterday,48,
Felt brain okay,48,
blah day,48,
no meds,48,
forgot to eat,48,
Hell night,48,
got sun,48,
saw dad,48,
Pop,48,
Forgot to take my vitamins,48,
me time,48,
Everything feels like a dream,48,
pretty ok day,48,
ok night,48,
go go go,48,
procrastinated everything,48,
Bad stuff day,48,
OK Adam day,48,
breakdown yesterday,48,
got hair done yesterday,48,
got tattoo,48,
dad visited,48,
Stressed yesterday,48,
Everything clicking,48,
Lots of walking yesterday,48,
Feel like crap,48,
Ok day,48,
got tattooed,48,
Burnt hand yesterday,48,
Forgot 11am meds,48,
showered by myself,48,
silly family is silly,48,
forgot about things,48,
hungry a lot,48,
got stuck,48,
sugar yesterday,48,
hard workout yesterday,48,
poked things yesterday,48,
ok flare,48,
brain weird stuff,48,
fell down yesterday,48,
not myself,48,
went out with boyfriend,48,
no am meds,48,
saying no,48,
mom stressed,48,
missed him,48,
did stuff yesterday,48,
traveled yesterday,48,
loving hut,48,
damn bird kept waking me up,48,
doctor lied,48,
detox,48,
stressed about dad,48,
hard poop AM,48,
got hives,48,
spent yesterday in bed,48,
house stuff,48,
Got bad news,48,
can't talk,48,
cranky baby,48,
had a shower yesterday too,48,
now sleeps,48,
IVIG yesterday,48,
Took all my meds,48,
cried until my face hurt,48,
thc yesterday,48,
did a lot yesterday,48,
missing meds,48,
got drunk,48,
Grandma died,48,
wasted my day,48,
forgot non pearl meds,48,
cried at work,48,
cant remember,48,
baby really fussy today,48,
forgot to meditate,48,
get my life back,48,
fixing my skirt,48,
Home tonight,48,
moist eyes AM,48,
really tired in evening,48,
use pencils yesterday,48,
paying for yesterday,48,
Watched kids,48,
mom and dad are leaving tomorrow,48,
got clean,48,
worked out yesterday,48,
fight with mom,48,
tried migraine towel thing,48,
paced myself,48,
walked yesterday,48,
got sewing done,48,
saw boyfriend,48,
school stuff,48,
cried after doctor,48,
missed meds,48,
got allergy shot,48,
Shopping with mom,48,
rode my horse,48,
missed exercise yesterday,48,
hate daylight savings,48,
active yesterday,48,
forgot noon meds,48,
help me,48,
adjusting meds,48,
stressed myself out,48,
feeling down yesterday,48,
class tonight,48,
missed class yesterday,48,
watched wonder woman,48,
Exercised yesterday,48,
naughty,48,
storm tomorrow,48,
isolating myself,48,
crazy impulses,48,
got everything wrong,48,
kids party,48,
neighbor yelled at me,48,
really tired after doing not many things,48,
my phone keeps fucking up and frustrating me,48,
geisha attacked mom,48,
lydia chewed my glasses,48,
kitchen quote,48,
no kid,48,
day to myself,48,
Felt withdrawn so made myself walk,48,
went to watch football,48,
House mess,48,
watched the kids,48,
went shopping with mom,48,
not as tired as yesterday,48,
forced myself up,48,
over done yesterday,48,
missing my father,48,
cranky kid AM,48,
had fun with my husband,48,
idiot hospital,48,
did moms meds and bills,48,
wishing i could hug my mom,48,
got to see my baby cousin,48,
got puppy cuddles,48,
felt awful last night,48,
last two days kicked my ass,48,
watched niece,48,
went painting,48,
can't get comfortable,48,
rude people can really ruin my day,48,
She helped with my mood and made me dinner,48,
PT wore me out today,48,
Had Sex Yesterday,48,
shopped with mom,48,
drove dad home,48,
visited Grandma Mama,48,
drove dad around,48,
drove grandma mama,48,
hit head yesterday,48,
coffee with dad,48,
horrible ibs,48,
got pierced,48,
Great Grandma died yesterday,48,
Finally told someone,48,
went out with dad,48,
lifted weights yesterday,48,
have my kitty with me,48,
mom call,48,
Mom picked up boys,48,
Forgot to take meds,48,
Weird day,48,
fight with girlfriend,48,
talked a lot yesterday,48,
around smoke yesterday,48,
Went shopping yesterday,48,
mom visited,48,
mom started drinking again,48,
long walk yesterday,48,
went grocery store by walk yesterday,48,
am shift,48,
Weird food,48,
picked myself up,48,
Stood up for myself,48,
went out by myself,48,
trouble getting going,48,
friend,48,
dad in hospital,48,
choked on am pills,48,
am care,48,
visited mom,48,
worked AM,48,
diarrhea,49,
cluster headache,49,
fever,49,
congestion,49,
shortness of breath,49,
orthostatic intolerance,49,
99.5 fever,49,
99 fever,49,
99.6 fever,49,
Low-grade fever,49,
face rash,49,
mild headache,49,
possible whooping cough,49,
agressive headache,49,
post exertional,49,
bad headache,49,
diarrhoea,49,
9.9 headache,49,
Heat rash,49,
very bad nausea,49,
Syncope,49,
mild diarrhea,49,
wind fever,49,
Severe coughing,49,
Pressure headache,49,
summer headache,49,
hypotension,49,
headache free,49,
tachycardia,49,
Nausea and Diarrhea,49,
Dizziness and vertigo,49,
mild exertion,49,
low fever,49,
Small fever,49,
stomach ache but no diarrhea,49,
cellulitis,49,
Nervous cough,49,
low grade fever,49,
MASSIVE HEADACHE,49,
no vomiting,49,
sinus headache,49,
fever chills and heat,49,
productive cough,49,
Breakthrough bleeding,49,
chills and hot flashes,49,
rebound headache,49,
post exertional malaise,49,
mild vertigo,49,
tension headache,49,
severe gastric cramping,49,
watery per,49,
flushing,49,
heart palpitations,49,
headache doctor,49,
plus some nausea,49,
heatstroke,49,
headache mild,49,
99.0 fever,49,
slight headache,49,
Pointy headache,49,
Fever n chills,49,
extreme itching,49,
pre syncope,49,
vasovagal syncope,49,
near syncope,49,
severe headache,49,
mild fatigue,49,
diarrhea day,49,
almost vomiting,49,
severe bleeding,49,
cough sinus crud,49,
Flu-like symptoms,49,
slight fever,49,
no headache,49,
headache again,49,
feverish but no fever,49,
severe fatigue,49,
slight dizziness,49,
some dizziness,49,
101 fever,49,
mild tachycardia,49,
mild edema,49,
excessive coughing,49,
Fever 99-99.9,49,
with headache,49,
extreme dizziness,49,
glandular fever symptoms,49,
fever dreams,49,
waves of nausea,49,
nauseas,49,
hyperventilation,49,
Took 10 mg every hour,50,
14k steps,50,
13K steps,50,
20 minute nap,50,
90 minute massage,50,
over 5000 steps,50,
10min walk,50,
swimming 2hr,50,
30 min cardio,50,
10 minutes on stationary bike,50,
30 mins walk,50,
rode bike 30 min,50,
rode bike 50 min,50,
rode bike 20 min,50,
intensive heel walk 35 min,50,
temperature dropped,50,
cycled,50,
training 2hrs,50,
walk 15 min 1 mile video,50,
6 minutes on stationary bike,50,
30 minutes sun exposure,50,
rode bike 5 min,50,
30 min rest,50,
60 active minutes,50,
biked 30 min,50,
biked 15 min,50,
meditated 12 min,50,
Temp 15c,50,
3000 steps,50,
15 min walk,50,
6800 steps,50,
100.3 temp,50,
exercised 45 minutes,50,
walked for 15 minutes on the treadmill,50,
Ran for 40 mins,50,
45 min walk,50,
gassed out @ 8am,50,
80 active minutes,50,
30 active minutes,50,
50 active minutes,50,
20 active minutes,50,
10 active minutes,50,
0 active minutes,50,
40 active minutes,50,
90 active minutes,50,
70 active minutes,50,
100 active minutes,50,
exercise - 60 min,50,
10 min walk,50,
9000 steps,50,
4500 steps,50,
4000 steps,50,
9500 steps,50,
8500 steps,50,
5500 steps,50,
3500 steps,50,
8000 steps,50,
5000 steps,50,
6000 steps,50,
resting in dim room,50,
walked for 45min,50,
exercised 20 mins,50,
walked the cat 10 min,50,
30 minute nap,50,
S trigger,50,
15 minute yoga,50,
15 min stretching,50,
15 pushups,50,
30 minute workout,50,
2 short dog walks total 20 min,50,
rode bike for 15 mins,50,
lower basal body temp,50,
rowed - 15 mins,50,
30 minute walk with pain,50,
4 km Run,50,
temp 36,50,
temp 29,50,
temp 27,50,
temp 30,50,
temp 40,50,
temp 39,50,
temp 40-45,50,
temp 30-35,50,
temp 35-40,50,
20 min on stationary bike,50,
30 min on stationary bike,50,
bike 20 min,50,
elliptical 5-7 min,50,
Elliptical 10 min,50,
intense bowel movements,51,
Ruptured Cyst,51,
Ultrasound scan,51,
colonoscopy,51,
bleeding,51,
Surgery recovery,51,
Blocked Sinuses,51,
CT scan,51,
frank died,51,
gross,51,
ultrasound,51,
congested,51,
drained,51,
draining sinuses,51,
cystic face,51,
good bowel movement,51,
sinus congestion,51,
nasal congestion,51,
sinus,51,
Massive stomach event,51,
Colonoscopy prep,51,
Colonoscopy recovery,51,
eyes dilated,51,
stomach bug,51,
painful bowel movement,51,
bowel movement,51,
found bleeding,51,
Had surgery,51,
Gallbladder,51,
mouth ulcer,51,
Bleed,51,
Bowel movements burn,51,
Regurgitated,51,
X-Ray,51,
Chest CT scan,51,
Sinus drainage,51,
Chest congestion,51,
light bleeding,51,
Obstruction,51,
post cerebral angiogram,51,
kidney stones,51,
chest constriction,51,
Loose stool,51,
Soft stool,51,
resection soon,51,
Stomach problems,51,
Pap smear,51,
abdominal ultrasound,51,
Post-surgical,51,
no bowel movement,51,
Placement,51,
lesions,51,
vaginal bleeding,51,
bladder,51,
bladder procedure,51,
mucousy stool,51,
had bone marrow biopsy,51,
Weird lymph swelling,51,
trying to unblock bowel,51,
antibiotics for cyst,51,
cyst drained,51,
Enema,51,
ovarian cyst,51,
mucus overload,51,
Surgery,51,
biopsy,51,
unsettled stomach,51,
fascial stretch therapy,51,
colostomy,51,
Stomach and gas,51,
Random bleed,51,
bowel cleanse,51,
distended and constipated,51,
homeo sinus,51,
Faecal calprotectin,51,
grief wall,51,
mucus,51,
Stomach issues,51,
multiple bowel movements,51,
chest xray,51,
paralyzed stomach,51,
digestive tract paralysis,51,
passing kidney stones,51,
bowel issues,51,
appendix,51,
stomach pa,51,
soft tissue,51,
endometriosis,51,
two bowel movements,51,
passed tonsil stones,51,
three bowel movements,51,
nipple bled,51,
evacuation,51,
csf leak,51,
scalded stomach,51,
ear congestion,51,
large bowel movement,51,
normal bowel movement,51,
small bowel movement,51,
endoscopy,51,
loose bowel movement,51,
vaginal discharge,51,
hard bowel movement,51,
anal spasm,51,
stomach troubles,51,
sinuses,51,
laparoscopy,51,
c enema reactions,51,
bowel bleeding,51,
dental surgery,51,
break through bleeding,51,
adrenal crisis,51,
minor adrenal crisis,51,
Soft tissue bleeds,51,
gut,51,
swollen lymph nodes,51,
intestines,51,
sinus issues,51,
gurgling stomach,51,
gastric emptying scan,51,
tight chest,51,
empty stomach,51,
digestive weirdness,51,
holiday,52,
vacation,52,
weekend,52,
weekday,52,
holidays,52,
School Holiday,52,
outdoors,52,
PM housework,52,
Diary,52,
fun weekend,52,
weekend shopping,52,
tech weekend,52,
Workday,52,
Weekend Workday,52,
Long weekend,52,
Worked on weekend,52,
started my weekend,52,
home for weekend,52,
nice weekend,52,
lyme weekend,52,
camping weekend,52,
kids weekend,52,
weekend vibes,52,
Busy workday,52,
School holidays,52,
weekend away,52,
dry eye,53,
dry mouth,53,
dyed hair,53,
feet tingly,53,
Thick head,53,
loose joints,53,
flat,53,
Lightheaded when brushing hair,53,
dry eyes,53,
piercings stretched,53,
stiff everywhere,53,
brushed my teeth finally,53,
painted my nails,53,
washed and exfoliated my feet,53,
cut toenails,53,
brushed my teeth,53,
cut my hair,53,
cut my nails,53,
and toenails,53,
shaved my legs,53,
started cutting my nails,53,
cut my nails and toenails,53,
also cut my nails,53,
finished cutting my nails,53,
cut my toenails,53,
and shaved my legs,53,
stiff,53,
knuckle swelling,53,
loose hips,53,
donut,53,
Fingers dislocating,53,
lift,53,
horny,53,
Numb inside,53,
curled up,53,
floppy,53,
Drooping eyelids,53,
pinching,53,
styled hair,53,
ringing ears,53,
Brittle hair,53,
roof of mouth,53,
ringing in ears,53,
Ear ringing,53,
Irritated vulva,53,
Hands stiff,53,
Fibro fog,53,
Head pounding,53,
Glitter eyes,53,
Corset,53,
Hair,53,
Hands very swollen,53,
tender breasts,53,
fingers feeling swollen,53,
feet sore from new boots,53,
shaved legs,53,
hands shiny,53,
shaved,53,
swollen feet,53,
stiff hands,53,
head spinning,53,
Body Buzzing,53,
lipoma growth feet,53,
painted walls,53,
Matt ill,53,
swollen legs,53,
hair cut,53,
head fog,53,
numb fingers,53,
greasy hair,53,
swollen lip,53,
hair up,53,
elliptical,53,
eyebrow wax,53,
swollen fingers,53,
brushed my hair,53,
puffy eyes,53,
sunken into bed,53,
heavy eyelids,53,
weeping slightly,53,
butt bleed,53,
toenails removed,53,
bruised from cupping session,53,
hoof trimmer,53,
swollen hands,53,
sewed,53,
swollen eyes,53,
shaved armpits,53,
brushed hair,53,
numb legs,53,
lock jaw,53,
did eyebrows,53,
aerial hoop,53,
cut nails,53,
jumpy legs,53,
buzzing ears,53,
broke toe,53,
swollen eye,53,
cheek flushing,53,
boggy,53,
WISDOM TEETH,53,
split lip,53,
dry hands,53,
pulled eyelashes out,53,
grinding teeth,53,
feet tingle,53,
swollen neck,53,
nose blocked,53,
jaw sublux,53,
irregular choice shoes,53,
clenched jaw,53,
waxed,53,
bra,53,
heels,53,
bumped head,53,
desk elliptical,53,
slightly swollen glands,53,
achy fingers,53,
dislocated lots,53,
pinched nerve,53,
ringing ear,53,
arcade,53,
hair loss shampoo,53,
Belly ick,53,
quilted,53,
eye swollen,53,
spotty,53,
Soft,53,
super busy day,54,
loud day,54,
spent day in bed,54,
Regular Day,54,
Beautiful Day,54,
Busy Day,54,
rest day,54,
bed day,54,
bad work day,54,
Day off,54,
cool day,54,
very long day,54,
symptoms occured late in day,54,
spent day with others,54,
going outside every day,54,
Normal work day,54,
bad eds day,54,
day improved,54,
Bad day,54,
day after weights,54,
chore day,54,
Day after travel,54,
good mental day,54,
tiring day at work,54,
first full day at work,54,
first day on the job,54,
stressful day,54,
home day,54,
Last day of three day vacation,54,
Day of Rest,54,
11 days sober,54,
minimum day school,54,
convention day,54,
chill day,54,
day at home,54,
day after heavy symptom day,54,
day 14 of cycle,54,
slow day,54,
so-so day,54,
migraine early in day,54,
travel day,54,
better day,54,
Nice day,54,
fairly good day,54,
hybrid day,54,
crash day,54,
so so day,54,
busy day ahead,54,
Really productive day,54,
Moderately active day,54,
walked two miles previous day,54,
day after a wedding party,54,
couch day,54,
market day,54,
also very hot day,54,
office day,54,
event day,54,
late day vitamins,54,
long day,54,
warm day,54,
relaxed day,54,
lazy day,54,
sunny day,54,
chilly day,54,
acidy day,54,
ill day,54,
foggy day,54,
easy day,54,
home all day,54,
Day 1,54,
hot day,54,
odd day,54,
maybe two days,54,
day after The Conversation,54,
day one yesterday,54,
christmas day,54,
active day,54,
inn all day,54,
gardened all day,54,
day after gardening,54,
high humidity day,54,
outdoors majority of day,54,
post-travel day,54,
rough day,54,
very tired at end of day,54,
last day of thesis,54,
depressed day,54,
last day of selenium,54,
day after moving,54,
low key day,54,
wonderful day,54,
good rest day,54,
Max all day,54,
day after stress,54,
first day of work,54,
running late all day,54,
Bad brain day,54,
not great day,54,
Day after drinking,54,
In bed all day,54,
Slept most of the day,54,
Stayed in bed all day,54,
black day,54,
work day,54,
Couch day / mostly rested,54,
low caffeine day,54,
day off work / holiday,54,
infusion day,54,
Started day tired,54,
tired all day,54,
Good day at work,54,
Spent day with sister,54,
Very active previous day,54,
Long work day,54,
Active all day,54,
First day of school,54,
step 2 day,54,
duty day,54,
rested all day,54,
travel day before,54,
day after renaissance faire,54,
University first day,54,
recovery day,54,
First day of cycle,54,
Day two,54,
overall good day,54,
movie day,54,
Beach day,54,
Calm day,54,
pigtail day,54,
relaxing day,54,
fine all day until night,54,
late day chocolate,54,
day chocolate,54,
Crusader rpg day,54,
Sitting all day,54,
leg and abs day,54,
Leg day,54,
Worked 3.5 hours on day off,54,
Fair day,54,
Sedentary day,54,
Fatigue all day,54,
bad adam day,54,
good work day,54,
dead day,54,
headless chicken day,54,
hard work day,54,
good adam day,54,
weird food day,54,
Not bad day,54,
low spoon day,54,
Weird brain day,54,
day after trampoline excursion,54,
Anxious day,54,
day out,54,
Bad belly day,54,
Summer day activities,54,
Treatment day,54,
labor day,54,
Lab day,54,
Postdrome day,54,
PAX West 2016 Day 1,54,
month end shop,54,
admin day,54,
photograph day,54,
pleasant day,54,
Hectic day,54,
boring day,54,
super day,54,
fun day,54,
Average day,54,
Very bad day,54,
Dozing all day,54,
Restful day,54,
Nauseous throughout the day at random times,54,
Heavy day,54,
pretty good day,54,
Day 5 tapering off trazadone,54,
Day 6 tapering down from trazodone,54,
Day 18 on 12.5 trazodone,54,
Exam day,54,
very busy day,54,
day off work,54,
hard day,54,
good health day,54,
Great day,54,
Very hard work day,54,
Adam hard day,54,
Odd work day,54,
Bad health day,54,
spent day in my room,54,
studied all day,54,
laundry day,54,
laying down all day,54,
Post-op,54,
tourist day,54,
education week,54,
skip day,54,
low-key day,54,
early day,54,
PEM day,54,
Big moving day,54,
awake all day,54,
Dairy in the last 3 days,54,
post dvt,54,
board game day,54,
Bad back day,54,
alone all day,54,
stayed home all day,54,
hot day - 30 + degrees,54,
At home all day,54,
Half day,54,
Opening day,54,
13 hour day,54,
Sitting up all day,54,
stressful day at work,54,
cloudy day,54,
Moving Day 2,54,
sat all day,54,
8 hour work day,54,
quiet day,54,
sleep all day,54,
stayed in my room all day,54,
last day of holiday,54,
painful day,54,
hormone flare day,54,
better week,54,
productive day,54,
busy day with T,54,
Flare day,54,
self-made flare day,54,
mostly in bed all day,54,
recovering from intense day yesterday,54,
election day,54,
Release week,54,
day after activity,54,
took day off,54,
took the day off,54,
late work day,54,
good previous day,54,
long day previous,54,
slept most of day,54,
day collar at night,54,
semi-solitary day,54,
bad asthma day,54,
day after massage,54,
work half day,54,
Took a sick day,54,
Working day,54,
date day,54,
tired most of day,54,
Alcohol free day,54,
Hectic work day,54,
Travel day three,54,
SITTING P MUCH ALL DAY,54,
worked all day,54,
bed most of day,54,
Open Day,54,
hungry all day,54,
Yesterday was a bedridden day,54,
2nd ivig,54,
mothers day,54,
school day,54,
GREEN DAY CONCERT,54,
post op,54,
day after alcohol,54,
Sat in lounge all day,54,
migraine day 2,54,
migraine day 3,54,
Lay in bed all day,54,
ran all day,54,
Babysit day,54,
last day of school,54,
ct onco day,54,
3-4 headache all day,54,
day after lots of standing,54,
art and music day,54,
solid work day,54,
day in bed,54,
day three no booze,54,
day four no booze,54,
day five no booze,54,
day six no booze,54,
10 hour work day,54,
pest control day,54,
started day pretty good,54,
3rd ivig,54,
first day combining eq doses,54,
one good day yesterday,54,
1st day attempting gradual Eq consolidation,54,
p good day,54,
2nd day on 1 1/2 magnesium,54,
day one,54,
massive day,54,
started after 3,54,
try again next week,54,
ivig day,54,
boxing day party,54,
first day midodrine,54,
week off the pill,54,
day trip,54,
day off work for medical,54,
day after in office,54,
kids all day,54,
Desk day,54,
halved coffee day 1,54,
active week,54,
sick all day,54,
Day after hike,54,
2nd day new pil,54,
in bed at day,54,
spent day at see side,54,
big day,54,
every other day,54,
Full day,54,
Headache end of day,54,
4000 steps 3rd day row,54,
difficult day in casino,54,
pretty chill all day,54,
at car lot all day,54,
brain fog all day,54,
difficult day,54,
all day on sofa,54,
detox day 17,54,
bad work week,54,
shot day,54,
exhausted from travel day,54,
spa day,54,
worked half day,54,
post infusion day 2,54,
long work day 14 hours,54,
Steroids - Day 1,54,
Steroids day two,54,
cleaned all day,54,
tense home day,54,
quick day,54,
pony day,54,
pool day,54,
day after pool exercise,54,
Inactive Day,54,
pool therapy day,54,
cold all day,54,
duvet day,54,
Decent day,54,
Stood most of day,54,
Bad Fibro day,54,
Good mood day,54,
Need a day off,54,
Off balance all day,54,
3rd week of BC,54,
long day at work,54,
meeting day,54,
emergency dilaudid day,54,
Bad stomach day,54,
Vacation day,54,
good day in work,54,
long HOT day,54,
light work day,54,
medium work day,54,
heavy work day,54,
light day,54,
3rd day off work in a row,54,
all day alone,54,
high anxiety day,54,
2+ hour hike,54,
bad gi day,54,
Really rough day,54,
first day licorice,54,
sad day at work,54,
moving day,54,
sitting majority of day,54,
tech day,54,
day event,54,
day after late mva,54,
bad joint day,54,
skipped meds day before,54,
Office all day,54,
homework day,54,
cough 2nd day,54,
1/2 day at work,54,
just a long day,54,
cane day,54,
low calorie day,54,
rain all day,54,
carb heavy day,54,
wore glasses all day,54,
awesome day,54,
inactive all day,54,
Day 3 of moving,54,
Fuck this day,54,
day after hotel,54,
sensory day,54,
dull day,54,
first day out,54,
good moving day,54,
Good day with Lydia,54,
tech week,54,
Day of Two Halves,54,
TRIGGER DAY,54,
Post Travel Day 1,54,
Post Travel Day 2,54,
Conference Day,54,
Workshop Day,54,
BUM Day,54,
Doctor Day,54,
snow day,54,
Longer work day,54,
drove all day,54,
rewarding work day,54,
walked all day,54,
exhausted all day,54,
Project Day,54,
art day,54,
bad bowel day,54,
First day of semester,54,
long internship site visit day,54,
interview day,54,
Thanksgiving Day,54,
Day after Thanksgiving,54,
lost day,54,
semi flare day,54,
Crash day 2,54,
crash day 3,54,
crash day 4,54,
easy day at work,54,
work day 3,54,
Demanding Day,54,
Sinus infection day 5,54,
day nap,54,
Busy VBS day,54,
Day at the beach,54,
Game day,54,
Left work at half day,54,
Fantastic day,54,
over done all day,54,
bled after sex,54,
rested most of day,54,
Poor eating day,54,
shopped most of day,54,
standard work day,54,
weekend - light day,54,
stressfull work day,54,
stressful work day,54,
End of work week,54,
last day with dad home,54,
fell twice,54,
good day until 9,54,
sick day from work,54,
sofa day,54,
very stressful day,54,
town day,54,
Child at home all day,54,
long imaging day,54,
day after osteo,54,
boxing day,54,
strange day,54,
Lupron 6 days ago,54,
ok day after a 4 hour nap,54,
frustrating day,54,
2nd day with a Migraine,54,
long exhausting day,54,
stayed in room all day,54,
migraine in bed all day,54,
cloudy day = migraine,54,
DOWN DAY,54,
sleeping all day,54,
spent most of day in bed,54,
day with friend,54,
Felt ignored all day,54,
very active day,54,
gym day,54,
minimum day,54,
Good day,54,
interview day before,54,
day before competition,54,
