COUNTRY
,0,
heavy heart,63,
Reaction,63,
nature,63,
Some energy,63,
Fluctuations,63,
High,63,
Early shift,63,
Lack of energy,63,
cycling test,63,
Chemical exposure,63,
Increased Pred,63,
sensitive to noise,63,
elevated temperature,63,
Good brain,63,
good energy at work,63,
light sensitivity,63,
skin sensitivity,63,
negativity,63,
low level migraine,63,
slope,63,
noise sensitivity,63,
sensitive to light,63,
high heart rate,63,
good energy and mood,63,
Very low appetite,63,
higher energy,63,
sensitive to sound,63,
strong dissociation,63,
high level tree pollen,63,
slow coagulation,63,
cycling,63,
Noise,63,
more energy,63,
no activity,63,
very light activity,63,
increased hair loss,63,
High temperature,63,
resistance band,63,
resting 137 pulse,63,
lack of concentration,63,
Short drive,63,
poor digestion,63,
mobility aids,63,
No driving,63,
Lack energy,63,
+ Physical,63,
important activity,63,
mobility,63,
protein,63,
early activity,63,
increased mobility,63,
decreased mobility,63,
Core strength,63,
band,63,
lower dosage,63,
high exhaustion,63,
body balance class,63,
slight metal taste,63,
slow brain,63,
increased heartrate,63,
constant hunger,63,
low protein,63,
low energy body not getting fuel,63,
shift,63,
exchange,63,
energy spike,63,
light sensitive,63,
sound sensitive,63,
Changing,63,
auditory sensitivity,63,
plenty of energy,63,
mean,63,
Resolution of source of stress,63,
sensory stimulation,63,
fast,63,
bursts of energy,63,
depression increased,63,
increased movement,63,
low carbs,63,
low light,63,
limited activity,63,
chemical,63,
slight improvement,63,
heavy lungs,63,
pure exhaustion,63,
stretch and strength,63,
rapid heart rate,63,
excess activity,63,
dog low key,63,
Very Heavy Flow,63,
low activity,63,
activity goal,63,
high protein,63,
higher dose,63,
extreme light sensitivity,63,
some more energy,63,
low iron,63,
Mood swing high to low,63,
little movement,63,
no concentration,63,
dissociation,63,
loss,63,
mobility aid,63,
very low calorie consumtion,63,
poor concentration,63,
low dose of alcohol,63,
medium to low energy,63,
high elevation,63,
humidity high,63,
Transitions,63,
Binding,63,
intense physical activity,63,
more mobility,63,
no fast,63,
memory loss,63,
Regulate,63,
low step count,63,
good mobility,63,
read a book,64,
read science book,64,
read book,64,
read NHS powerpoint,64,
read paper,64,
Read a story,64,
Read comics,64,
Read stories,64,
read lots,64,
read a lot,64,
read,64,
read email,64,
read and watched shows,64,
read a thing,64,
anxious afternoon,65,
slow morning,65,
afternoon crash,65,
Evening crash,65,
super tired in morning,65,
good morning,65,
Rested in evening,65,
Evening activities,65,
Tired in the evening,65,
Afternoon mini flare,65,
Restful evening,65,
afternoon coffee,65,
midday wake-up,65,
afternoon nap,65,
late with evening meds,65,
afternoon tea,65,
Weeded early evening,65,
afternoon bonfire,65,
morning nap,65,
fight late afternoon,65,
downstairs in afternoon,65,
tired afternoon,65,
bad evening,65,
early morning,65,
tired in afternoon,65,
Rough morning,65,
WFH morning,65,
midday crash,65,
3am bedtime,65,
Active afternoon,65,
bad morning,65,
nap in morning,65,
meeting morning,65,
4am bedtime,65,
2am bedtime,65,
late bedtime,65,
Afternoon out,65,
late evening,65,
evening event,65,
active morning,65,
morning stiffness,65,
work evening,65,
Morning walk,65,
Afternoon walk,65,
Lovely evening,65,
Bad Adam evening,65,
Good Adam evening,65,
Evening shift,65,
mid-day nap,65,
busy morning,65,
morning shift,65,
late morning walk,65,
pm coffee,65,
midday rest,65,
morning sex,65,
Morning exhaustion,65,
Worked in evening,65,
hectic morning,65,
evening out,65,
lovely morning,65,
coffee pm,65,
kids free evening,65,
tired evening,65,
late morning nap,65,
missed morning meds,65,
bad afternoon,65,
Worked morning shift,65,
painful afternoon,65,
great morning,65,
nap in afternoon,65,
crashed afternoon,65,
shop in morning,65,
Bed afternoon,65,
only morning meds,65,
lazy afternoon,65,
sensible bedtime,65,
chill morning,65,
early morning appointment,65,
quiet evening,65,
tachy morning,65,
paint party pm,65,
pm poop,65,
Better afternoon,65,
exercise last evening,65,
great afternoon,65,
tylenol PM,65,
late bedtime - midnight,65,
8:45 bedtime,65,
9:45 bedtime,65,
Reduced morning meds,65,
afternoon gig,65,
movie afternoon,65,
Busy VBS evening,65,
Evening wedding,65,
afternoon class,65,
evening quiz,65,
late morning,65,
Noon wake up,65,
forgot pills bedtime last night,65,
productive morning,65,
mid afternoon migraine,65,
stressful evening,65,
big morning,65,
morning erection,65,
very tired in afternoon,65,
sat all morning,65,
crashes in afternoon,65,
afternoon slump,65,
worked pm,65,
Wrote,66,
no writing,66,
revision,66,
Writing,66,
writing work,66,
rpg writing,66,
writing at work,66,
essay writing,66,
wrote poetry,66,
Wrote exam,66,
wrote code,66,
Writing resume,66,
Writing cover letter,66,
Writing a paper,66,
writing all day,66,
lots of writing,66,
final critiques,66,
it helped immensely,66,
wrote essay,66,
helped AJ,66,
research helped,66,
revised,66,
design project,66,
wrote in journal,66,
helped make bonfire,66,
helped others,66,
actually participated,66,
some writing,66,
wrote a letter,66,
editing,66,
wrote paper,66,
saw a movie,67,
down,67,
keep on moving,67,
Tossed and turned all night,67,
left the house,67,
hung up 20 items of clothes on washing line,67,
Went to concert,67,
went outside,67,
come back,67,
Stuck in bed,67,
pushed physically,67,
logged later,67,
crash and burn,67,
Just Back From Business Trip,67,
hard to wake up,67,
Back Seizing,67,
lots of standing,67,
new bed,67,
back on track,67,
ben stayed over,67,
It was going to rain,67,
long run,67,
tough run,67,
tough long run,67,
Exhausted but pushed through,67,
getting over a cold,67,
broke eating schedule,67,
went to all the stores,67,
path of exile,67,
late to bed,67,
neighbors smoking up,67,
hot car long drive,67,
and organised my cross stitch supplies,67,
stayed up a bit long,67,
and a fever that almost made me pass out on the toilet,67,
starting to crash properly now,67,
looking forward to relaxing now tho,67,
broke a tooth,67,
depo-provera shot,67,
had a shower,67,
Esther came over,67,
Nay came over,67,
did lots of cross stitch,67,
helped put up the christmas tree,67,
so i was a bit dehydrated when i woke up,67,
went to mass,67,
pushed self,67,
trying to clean the house,67,
moving stock,67,
lots of cleaning,67,
falling apart,67,
went to library,67,
Saw Adam,67,
went to movies,67,
took a bath,67,
went on run,67,
sat up more than an hour,67,
walked to 25 m building,67,
went to PT,67,
exhausted after shower,67,
exhausted after shower so had a sleep,67,
wanted to run away,67,
Went to meeting,67,
Picked up thyroid medication,67,
up before alarm,67,
down in the dumps,67,
drove,67,
lied to,67,
sat in sun a few minutes,67,
a bit down,67,
restart,67,
Barometer falling,67,
Hard to get up,67,
I laughed for ten minutes straight,67,
Went to the store,67,
Played Go fish,67,
Put away the puzzle,67,
Went to a party,67,
Had to pick up my schedule,67,
Went to dog park,67,
Hard to focus,67,
Went on 2 long walks,67,
Kept moving,67,
Had to lie down at work,67,
Took ibuprophen,67,
Trip to PA,67,
Ran late,67,
Got up early,67,
Adam Moved In,67,
Bed at 11,67,
nerves feel like red ant bites randomly bite in strange locations,67,
Up and down,67,
went to bed early,67,
got up late,67,
need to lie down,67,
Stood lots,67,
Sat outside in the sun,67,
bringing up mucous,67,
off task,67,
went to bed too late,67,
Can't keep eyes open,67,
On the go,67,
Went to the park,67,
Off Island,67,
bed 3am,67,
Well rested,67,
Big storm coming,67,
stayed in,67,
Went back to bed,67,
outside in sun,67,
fell,67,
Back very out of place,67,
sleeping at other end of bed,67,
went shopping for a couple hours,67,
Slept on the couch,67,
Went to a festival,67,
Run down,67,
started inderal,67,
Drove to airport,67,
Drove alot,67,
locked keys in car,67,
Was able to go to grocery,67,
Couldnt get up,67,
Went down to PRN at work,67,
Exam coming up,67,
Went to Uni,67,
Off,67,
Took new med,67,
Backed up,67,
Fall,67,
Stayed over,67,
Moved,67,
went to the mall,67,
stayed in bed,67,
Back on Facebook,67,
Drove long distance,67,
broke down,67,
went for drive,67,
pissed off,67,
make up,67,
got up on time,67,
fell down,67,
Need to pack,67,
Burnt hand in the morning,67,
took computer apart,67,
tripped over,67,
prep for trip,67,
down time,67,
on leave,67,
went for a walk,67,
sitting by pool,67,
went to bed 10:45,67,
started fire,67,
Carry laundry Basket with left arm,67,
Fell down hard in yard,67,
hit by candle spark in face,67,
lots of walking on farm and gravel,67,
drove the truck off and on through farm,67,
pushed to almost collapse,67,
stood on concrete 45min,67,
full body flare ups,67,
sit @ desk for an hr,67,
sat in chair for 2.5 hr,67,
Adam hit curb hard,67,
couldnt be touched,67,
skin felt on fire,67,
drove to PH and back,67,
ride to KC & back,67,
hard to walk or sit up,67,
rough ride on ben,67,
tried to sleep on air mattress,67,
adam back rub,67,
can't stand for long,67,
can walk if move fast & purpose,67,
rt leg gave out in store,67,
almost bit by miles 2-3x,67,
barely made it back from walk,67,
working on floor,67,
went to the movies,67,
went to a museum,67,
went to class,67,
went to class late,67,
went into the city,67,
got bin in,67,
tried to rest,67,
went to work late,67,
gearing up for big activity day,67,
dinner by the river,67,
hands made riding cripple cart difficult,67,
not ready for day ahead,67,
long wait,67,
took a shower,67,
coming out of skin flare,67,
worked 2-10 shorthanded,67,
5am Stock Take,67,
Jerked Off,67,
passed out on couch in middle of day,67,
went to LoB,67,
Saw Anna,67,
in bed,67,
coming down from stress,67,
sit in sun,67,
went on train,67,
body crashed,67,
crash and burn phase,67,
Walked way to much,67,
took tylenol,67,
stood for too long,67,
gave 2 tours,67,
Jarred back in wheelchair,67,
outside in snow,67,
cant sit up,67,
new moon,67,
moved slowly,67,
Early to bed,67,
walked to and from work,67,
went to the beach,67,
made decisions re bathroom,67,
lie down haircut,67,
1st time in the new shower,67,
but it wore off,67,
cold seems almost gone,67,
Not a great day but calmed down,67,
plus half shower,67,
afterwards,67,
and just super exhausted,67,
drove extra,67,
went to store,67,
went to beach,67,
went to museum,67,
started getting warmer,67,
pins and needles in my arms and legs all days,67,
could barely move,67,
period came back,67,
laid on the bathroom floor sobbing,67,
Tidied up,67,
went to high street,67,
seized up,67,
failed lift,67,
come down,67,
threw up at the gym,67,
push ups,67,
Unable sit still,67,
went away,67,
worked on door,67,
traveled to P,67,
a bit of cleaning,67,
ran 3 miles,67,
went to cafe,67,
Teared up,67,
Travel soon,67,
riding in a car/truck,67,
took christmas down,67,
still hurt today - down arms and thru legs to feet,67,
followed dirty dozen rules,67,
Went to supermarket,67,
hard to walk around,67,
got out of the flat,67,
ran 16 miles,67,
took dogs to the garden,67,
sat for a while,67,
tried to relax,67,
airport pick ups,67,
lots of chill horse time,67,
walk to give Carina feed,67,
car broke down last night,67,
helping Ash shift in,67,
didnt pace,67,
tried to pace but,67,
gathered up trash,67,
went outside in the heat,67,
worked up a sweat,67,
tooth worked on,67,
went to work early,67,
off schedule,67,
went to the track,67,
stuck in past,67,
nearly impossible to get out of bed,67,
walked to town and back,67,
went in to town,67,
napped in the car,67,
Went on a date,67,
get up on time,67,
hard bed,67,
coming out of a flare,67,
went well,67,
long time in waiting room,67,
went to bed late,67,
unable to bend over,67,
worked on deck,67,
brief gym - just legs,67,
stayed in bed til after 1p,67,
time away from home,67,
Ori Gone,67,
went to Cate Street Station for dinner,67,
rested in bed,67,
left house twice,67,
traveled to condo,67,
feet on fire,67,
back to van,67,
stayed inside,67,
stressed about legs and upcoming BU trip,67,
woken up in middle of the night by phone call,67,
hard to move,67,
second hand smoke,67,
drove to derby,67,
drove to nursery and back,67,
went to a concert,67,
went in water,67,
tachy from standing up,67,
Went in to the office,67,
Lara away,67,
few extra trips up and down stairs,67,
fell over,67,
stood outside,67,
on feet a lot,67,
field walk for wildflowers,67,
went into town for coffee,67,
super stressed about moving,67,
Moved today,67,
bath in new house,67,
Woke up to changed plans,67,
started moving,67,
Big blow up with Tate,67,
went for run,67,
dropped jazzy off,67,
sat in den,67,
nervous picking,67,
needed help up stairs,67,
on couch,67,
fell in shower,67,
break up,67,
mopped house and picked up most areas - one load laundry,67,
Turned back to the car earlier,67,
a lot of walking,67,
went running,67,
productive chat with Mark,67,
Travel to new place,67,
Went swimming for the first time,67,
Went for a run,67,
Went to the theatre,67,
completed couch to 5k,67,
saw eve,67,
went to target,67,
took garbage to dumpster,67,
layed around watching shows,67,
went to therapy,67,
went to a long play,67,
went to Fall Festival sale,67,
went to bonfire party,67,
got up at 9,67,
laid awkwardly,67,
went to cvs,67,
went to community event,67,
went to bank,67,
felt dead inside,67,
turned in timesheet,67,
began to faint,67,
sat in a car too long,67,
pushed through,67,
back to billings,67,
melt down,67,
put a laundry to wash,67,
tidied cat run,67,
Hard to move legs,67,
back to back meetings,67,
hard time focusing,67,
went to all classes,67,
saw lexa,67,
bed at 930,67,
bed at 1140,67,
big 18,67,
went to rite aid,67,
want to lie down,67,
took a walk too,67,
didnt take a shower,67,
bum is on fire,67,
new roommate moving in,67,
ran around like a chicken with my head cut off,67,
adult falling on hard concrete,67,
got up to see meteors,67,
started new med,67,
tapering off adderall,67,
hit by a truck,67,
tried to exercise - but it wore me out - back in bed for a nap,67,
got out of bed too quickly,67,
unable to leave the house,67,
woke up with pink eye and cough like a 50 year old smoker,67,
tried to exercise - wore me out for the rest of the day,67,
set up for wedding,67,
fell down the stairs last night - my legs gave out just like when I broke my ankle - this happens 2-3 times per weeks,67,
stuck at home from overwhelmed,67,
trying to stave off migraine,67,
started at living spaces,67,
fell and broke foot,67,
one load laundry,67,
went through boxes,67,
hauled around GM,67,
went to atl,67,
drove on interstate,67,
Went to the grocery store,67,
forced to lay down,67,
went to a movie,67,
went to food bank,67,
went to pub,67,
Started aquatic PT,67,
put food away,67,
Lots of travel,67,
sat a long time,67,
Rest in bed,67,
around fire smoke,67,
relieved to be home,67,
toxic make up,67,
ed is away,67,
finals coming,67,
looking forward,67,
stayed late @ sch,67,
Can't stop moving,67,
slow to get up,67,
Earlier to bed,67,
Fell on ice,67,
Sleeping on hard floor,67,
driving home from PA,67,
Stayed up too late,67,
Up until 4am,67,
laid in bed,67,
tried to lift Sam day before,67,
went to small group,67,
go to library,67,
pulled fingers out opening door,67,
grocery order and put away,67,
lots of bed rest,67,
mast attack - back popped,67,
CDI BEGAN,67,
unable to leave house or bed,67,
hard to get up from low chair,67,
easy to get out of low chair,67,
worked on my day off,67,
stayed up really late,67,
couch potato,68,
Cane,68,
carrot sticks,68,
Pruned flowers front yard,68,
cvs trip,68,
green tea,68,
green juice,68,
acorn squash & apple mush,68,
golden beet,68,
lettuce mix,68,
carrots & strawberries w maple rub,68,
dried fruit & pumpkin seeds,68,
red pepper,68,
raked leaves,68,
Brown Rice,68,
chinese veggies and rice,68,
green beans,68,
chicken wild rice,68,
spinach risotto,68,
chicken wild rice soup,68,
cinnamon roll,68,
Dr Pepper,68,
Iceberg Lettuce,68,
one apple,68,
weed,68,
caramel color,68,
Had peach soda,68,
beef pot pie,68,
Lots of fruit,68,
new cane,68,
white wine,68,
flax seed oil,68,
no flax,68,
Played squash,68,
Black beans,68,
almond coconut bar,68,
field mushrooms and toast,68,
Lots of tea,68,
Red wine,68,
honey,68,
coconut sugar,68,
orange,68,
photo shoot tonight,68,
used cane,68,
fruit flies,68,
fruit fly fiasco,68,
helped fruit fly,68,
recliner potato,68,
half avocado,68,
coco pops with rice milk,68,
Corn on the cob,68,
and corn,68,
Colouring,68,
watered garden,68,
pool leaves,68,
bark dust,68,
Late tea,68,
aerial,68,
Plantain Chips,68,
pollen allergy,68,
flower water,68,
fresh fruit,68,
onion ring,68,
high pollen,68,
possible grains,68,
tea heavy,68,
photo shoot,68,
glass of white wine,68,
pretzels w sesame seeds,68,
started succulent garden,68,
bought weed,68,
stubble,68,
tea party,68,
Corn Maze,68,
Seeds,68,
Oatmeal with flax seed,68,
rice bag heat,68,
apple picking,68,
No broccoli,68,
chopped wood,68,
black tea,68,
stuffy nose,69,
cough,69,
itchy,69,
toothache,69,
earache,69,
itchy eyes,69,
throat pain,69,
post-nasal drip,69,
bad throat,69,
coughing,69,
phlegm,69,
bloody stool,69,
painful mouth,69,
Soar throat,69,
gums,69,
runny nose,69,
Cold and sore feet,69,
wheezing,69,
Rashes,69,
Throat spasms,69,
nose congestion,69,
Dry throat,69,
sneezing,69,
Legs burning,69,
very itchy,69,
itching,69,
watery eyes,69,
itchy skin,69,
black tarry stools,69,
burning nostrils breathing,69,
burning hands,69,
burning,69,
funny throat,69,
sore throat 2nd day,69,
sore throat mostly gone,69,
burning headache,69,
itchy throat,69,
thrush,69,
forehead sweating,69,
itchy body,69,
clearing throat,69,
loose stools,69,
lumpy,69,
throat infection,69,
burning legs,69,
bruises,69,
throat lozenges,69,
bloody nose,69,
tingly throat,69,
tight throat,69,
itchiness,69,
burning sensation,69,
burning sensation hands feet,69,
sore throat 3rd day,69,
custard sore gut,69,
deep itchy back,69,
itchy hair,69,
itchy from cloths,69,
itchy moles,69,
white blisters on throat,69,
Burning pee,69,
throat puffy,69,
throat tight,69,
throat itchy,69,
vomit,69,
Dry cough,69,
burning skin,69,
chest burning,69,
burning feet,69,
chesty cough,69,
scratchy throat,69,
tickly cough,69,
itchy scalp,69,
lump in throat,69,
Laryngitis,69,
mouth sores,69,
sleepy,70,
cry,70,
lethargic,70,
Upset,70,
Tiring,70,
nauseated,70,
disoriented,70,
dizzy,70,
Fainting spell,70,
melancholy,70,
upset stomach,70,
apathetic,70,
Irritated,70,
sleepless,70,
crying,70,
choking,70,
Bloated,70,
really awful nausea,70,
hangover,70,
achy,70,
tense,70,
constipated,70,
shivers,70,
restless child,70,
restless,70,
thirsty,70,
Tearful,70,
sweaty,70,
Listless,70,
clumsy,70,
Dizzy spells,70,
drowsy,70,
Stomach upset,70,
dazed,70,
Feverish feverish,70,
awful sleep,70,
sleeplessness,70,
Feeling bloated,70,
Shaky,70,
Headache AM,70,
Nauseous,70,
restless legs,70,
jittery,70,
bad palpitations,70,
trouble int,70,
weeping,70,
burping,70,
Feeling restless,70,
Tummy,70,
laughing,70,
Crutches suck,70,
feverish,70,
Horrible sleep,70,
smell perversion,70,
lightheaded,70,
bed-ridden,70,
introvert hangover,70,
fussy,70,
upset tummy,70,
wobbly,70,
horrible pain,70,
hangover feeling,70,
light-headed,70,
miserable migraine,70,
tummy troubles,70,
feeling unwell,70,
dizzy spell,70,
meclizine hangover,70,
cuddled kitten,71,
left house,71,
Puppy,71,
ovulating,71,
black dogs,71,
eggs,71,
hot dog,71,
dragon age,71,
rainbow belts,71,
chicken,71,
Chicken Stir Fry,71,
turkey sandwich,71,
magpie,71,
Dog training,71,
early morning dog barking,71,
nighttime dog barking,71,
puppy training,71,
Cat tantrum,71,
fighting with otter,71,
house inspection,71,
ducklings,71,
house hunting,71,
Testosterone shot,71,
Cat,71,
cattery,71,
Rode horse,71,
flying,71,
brushed dogs,71,
Hives,71,
Bug bite,71,
cat escaped,71,
grumpy animals,71,
cat outing,71,
Cat caught baby birds,71,
cat scratches,71,
Horse riding,71,
Museum,71,
good cat,71,
caught pokemon,71,
pet lots of dogs,71,
pet died,71,
Dogs,71,
chicks arrived,71,
Dog barking,71,
Insect bite,71,
snuggly cat,71,
egg,71,
dog class,71,
went to horse farm,71,
new kitten,71,
cat to vet,71,
perfume in house,71,
Barn,71,
insect sting,71,
poss bug,71,
Egg reintroduced,71,
house group,71,
animals,71,
pets,71,
red bull,71,
Puppies,71,
Dog to vet,71,
flying today,71,
cat cuddles,71,
zoo,71,
Scrambled eggs,71,
hunted butterflies with Jag,71,
hibernating,71,
bee sting,71,
fed dogs,71,
fed animals,71,
bathed dog,71,
caught bugs,71,
pet cat,71,
birds destroyed kitchen,71,
loud bird,71,
loss of pet,71,
2 dogs,71,
fish,71,
moved ferrets,71,
Moved chicken coop,71,
Ferrets played @ house,71,
chinook,71,
trained dog,71,
dog hair,71,
dog,71,
turkey,71,
managed to clean cat litter,71,
managed to cleaned cat litter,71,
fed cats x 3,71,
naughty cats,71,
fleas,71,
cuddled cat,71,
shrimp,71,
dog escaped,71,
saw panda,71,
dog was sick,71,
PAT dog,71,
heart racing,71,
saved injured cat,71,
Domestic pressures,71,
Lifting the dog,71,
house bound,71,
scent exposure,71,
scent triggers,71,
scent expos,71,
pet exposure,71,
new environment,72,
ibs issues,72,
accomplished,72,
scope prep,72,
new job,72,
urgent task,72,
couldnt focus,72,
studying,72,
construction,72,
fulfilled,72,
focused,72,
assignment due today,72,
medical tests,72,
avoided important tasks,72,
Cancelled activities,72,
endless legend,72,
used mouse for browsing,72,
used touchpad for browsing,72,
used PS4 controller for browsing,72,
cancelled plans,72,
computer switching,72,
crafted,72,
Encouraged about GI,72,
Warped Tour,72,
group meeting,72,
new allergist first shots,72,
great,72,
Applying for job,72,
new issue,72,
plans canceled,72,
applied for jobs,72,
performance,72,
invalidated,72,
convention,72,
no plans,72,
finished portfolio,72,
IBD issues,72,
ignored,72,
Downloaded apps,72,
Organizing,72,
Met new people,72,
on task,72,
On grounds program,72,
Canceled plans,72,
craft store,72,
Typed,72,
programming,72,
guides,72,
public transport fail,72,
used phone a lot,72,
Used laptop,72,
online admin tasks,72,
sent out job application,72,
creative block,72,
finished tasks,72,
decision making about office,72,
Transition party,72,
exciting,72,
researched,72,
took all medicine,72,
Easy travel to therapist,72,
worked on art,72,
academic assessment due,72,
Fuzzy,72,
Adam issues,72,
Hard meeting,72,
Arguments,72,
Service Leading Course,72,
need surgery,72,
stressing,72,
art class,72,
cleaning checks,72,
successful drawing,72,
new medication working,72,
finished rough draft of booked,72,
Browsed library,72,
limited support system,72,
looking for new housing,72,
online argument,72,
Job Search,72,
Skin issues,72,
security lab,72,
job applications,72,
Problem with name,72,
Good site meeting,72,
Preparing job application,72,
Submitted job application,72,
public transport,72,
second opinion,72,
lot of different projects,72,
new tech,72,
Job - Sprint Planning Meeting,72,
long to-do list,72,
workout & met goal,72,
worked on computer,72,
screens,72,
train,72,
2 internet techs came,72,
Relied on,72,
ADD,72,
started new business,72,
BSL Interpreting,72,
exercise in science garden,72,
great faith-related books,72,
need support,72,
tough time focusing,72,
practice SOL,72,
computer time,72,
Skype meeting,72,
gave tour today,72,
Made art,72,
new computer and setup,72,
big effort setting up new phone,72,
meeting new people,72,
needed service dog,72,
learning center,72,
data collection,72,
job offer,72,
solo date,72,
client overwhelm,72,
modeling,72,
Help,72,
met step goal,72,
Advanced spreadsheets,72,
Date disaster,72,
working on coursework,72,
Boogie Board,72,
built puzzle,72,
band practice,72,
Compass meeting,72,
project deadline,72,
worked on writing and reading,72,
dental procedure,72,
research endo,72,
MCI meeting,72,
loads of research,72,
finished assignment,72,
relational tension,72,
training seminar w Bex,72,
art store,72,
progress,72,
lots of computer games previous day,72,
Worked on blog,72,
neurologically fuzzy,72,
On call,72,
library volunteering,72,
yeast issues,72,
organized,72,
finished assignments,72,
smartphone web browsing,72,
master,72,
organised vow renewal,72,
started art course,72,
collective meeting,72,
driving lesson,72,
proctor test,72,
party time,72,
NOT pleased with lengthy time investment in communicating with doctors online,72,
Researching,72,
drew,72,
met with therapist,72,
missed plans,72,
long meeting,72,
training from hone,72,
meeting with ids,72,
Made change to medicine,72,
medical procedure,72,
solved a puzzle,72,
planning future,72,
Event Logistics Planning,72,
New Medicine,72,
used computer,72,
Swap meet,72,
needed lots of help,72,
engaged,72,
Planning for new career,72,
lots of jobs,72,
played instrument,72,
semi productive,72,
Drove to conference,72,
video meetings for support,72,
ordered food and tools,72,
recovery blogging,72,
worked on journaling setups,72,
worked on recovery blog,72,
Dave workshop,72,
hosting,72,
building project,72,
Difficulty focusing,72,
finished all tasks,72,
filed name change paperwork,72,
saw avenue q,72,
powerful,72,
formatted ebook,72,
body image issues,72,
labs,72,
Academic test,72,
worked on sets,72,
Projects,72,
Exploring,72,
avoid smartphone,72,
No service,72,
non-data merge GA work,72,
Adoption Event,72,
peer support group,72,
good support system,72,
in laws,72,
long list to accomplish today,72,
have a midterm meeting today too,72,
TMJ issues,72,
grouping,72,
major argument,72,
worked on a project,72,
worked on project,72,
technology,72,
forensics,72,
text from stressor,72,
networking event,72,
ed left for business,72,
took medicine late,72,
Hosted,72,
plans changed,72,
Library,72,
Typing,72,
new health discussion,72,
meeting / planning,72,
manual labour,72,
need physical contact,72,
SPECIAL HOME PROJECTS,72,
Mind set,72,
Scope,72,
clarity,72,
brain working,72,
finished puzzle,72,
double port accessed,72,
our medical was approved,72,
managed tasks well at work,72,
Rainy Day,73,
No Period,73,
period,73,
last day of period,73,
midcycle,73,
ovulation,73,
first day of period,73,
post relapse,73,
period end,73,
End of period,73,
period ending,73,
Started period,73,
date,73,
up late,73,
Period starting soon,73,
Late,73,
heavy period,73,
pre period,73,
Post event,73,
period 1 wk early,73,
Long week,73,
First date,73,
Started cycle,73,
Period start,73,
Period due,73,
Day one of period,73,
Start of period,73,
long episode,73,
short episode,73,
Possible period,73,
period day 3,73,
light period,73,
late start,73,
slow start,73,
period ended,73,
2nd day period,73,
third day of period,73,
early start,73,
Starting period,73,
period - spotting,73,
period week,73,
Period spotting,73,
late period,73,
rebounded,73,
late start day,73,
period finished,73,
menstrual period day 1,73,
on period,73,
Period coming,73,
9 days until period,73,
period just finished,73,
1st day of period,73,
Post Menstrual,73,
last session,73,
period last day,73,
post ovulation,73,
day after period,73,
period soon,73,
period started,73,
period starting,73,
post period,73,
period day1,73,
day before period,73,
finished period,73,
midterm,73,
baseline,73,
missed period,73,
period day 1,73,
almost end of semester,73,
End of semester,73,
First day of Spring semester,73,
period tail,73,
menstrual period,73,
period second day,73,
second day of period,73,
Early Period,73,
period late,73,
period starting 1.5 weeks late,73,
period done,73,
period day 2,73,
mid cycle,73,
bronchitis,74,
Irritable,74,
arthritis,74,
eczema,74,
allergies,74,
allergy,74,
chronic fatigue,74,
fibromyalgia diagnosis,74,
Chronic bronchitis,74,
reflux,74,
Dysautonomia,74,
asthma attack,74,
fibromyalgia,74,
oesophagitis,74,
undiagnosed,74,
hayfever,74,
Very irritable,74,
allergy attacks,74,
sepsis,74,
Lupus,74,
chronic illness,74,
Chronic Fatigue Syndrome,74,
asthma,74,
anaphylaxis,74,
somewhat irritable,74,
seasonal allergies,74,
gastroparesis,74,
celiac disease,74,
wheezy,74,
irritable bowl,74,
idiopathic stabbing migraines,74,
thalassemia,74,
Alpha-thalassemia,74,
Symptom Flares,74,
chronic bronchitis flare,74,
ulcerative colitis,74,
inflammatory bowel disease,74,
hyperthyroidism,74,
mild reflux,74,
mild asthma,74,
relaxed,75,
lift is broken,75,
packing,75,
fine,75,
kept occupied,75,
drawing,75,
jet lag,75,
model trains,75,
empty reservoir,75,
lara bars are BAD,75,
got hair colored,75,
b12 shot,75,
sticky shift,75,
Melting into the floor,75,
fixed dog cable,75,
Heart beating strongly when horizontal,75,
light headed,75,
bins,75,
spin,75,
hair cut and quick hair wash,75,
pie,75,
wrapped some presents,75,
lots of bending over,75,
Pacing inside,75,
reset alarm clock,75,
Assembled coat stand,75,
Dissociated,75,
red,75,
on edge,75,
Excited,75,
polymorphic light eruption,75,
scattered,75,
blue color,75,
Packed for summer,75,
changed sheets,75,
marks back,75,
chips and dip,75,
stretched,75,
bed bound,75,
fast paced,75,
Extra difficulty bending,75,
Solid poop,75,
reflective,75,
fluorescent lights,75,
Mark,75,
pigtail tail,75,
Blue,75,
building gas broken,75,
closed,75,
Ear block,75,
Tied,75,
moved boxes,75,
runs,75,
lots of marking,75,
traveling by plane,75,
Laser skin patch,75,
Broken,75,
Laser hair removal,75,
Laser,75,
Heights,75,
Collapse,75,
Stick,75,
pacing,75,
spin class,75,
deep,75,
marking,75,
Black Friday,75,
travelling by plane,75,
crowded spaces,75,
plane,75,
plane delayed,75,
orange theory,75,
big lesion,75,
cross stitched,75,
packed,75,
photos with Tiff,75,
packed for moving,75,
change sheets,75,
full hair wash,75,
vibrations in store,75,
full body red color,75,
packed up,75,
contact lenses,75,
contacts,75,
colored,75,
mum left,75,
Brown discharge,75,
dyed hair again,75,
fired neuro,75,
stretches,75,
Footprints,75,
red chair mostly,75,
somatic stretches,75,
stiff as a board,75,
saw Row,75,
New patch,75,
extra x10 salt,75,
movement,75,
reset,75,
paddle board,75,
